Account_ID ,CODE ,Implemented Date ,Active Indicator ,Account Type ,Service ,BU,Request Date ,Account status ,Status Code ,$ Amount ,Version ,Agent ID ,FIBRE ,last Updated Date ,Property TYPE ,Post Code ,,
10065,543,7/09/2017 0:00,1,B2B,ELE,NUOS,14/08/2017 0:00,PAID,2,4.37,v1_0,307509,EN121670901-N-3,7/09/2017 11:59,RESI,2587,,
10037,543,7/09/2017 0:00,1,B2B,ELE,NUOS,15/08/2017 0:00,PAID,7,6.41,v1_0,307509,EN121725526-N-12,7/09/2017 12:02,RESI,2587,,
10077,543,7/09/2017 0:00,1,B2B,ELE,NUOS,15/08/2017 0:00,PAID,2,2.86,v1_0,307509,EN121723164-N-8,7/09/2017 12:02,RESI,2587,,
10062,543,7/09/2017 0:00,1,B2B,ELE,NUOS,15/08/2017 0:00,PAID,8,0,v1_0,307509,EN121714160-N-2,7/09/2017 12:02,RESI,2587,,
10044,543,7/09/2017 0:00,1,B2B,ELE,NUOS,22/08/2017 0:00,PAID,1,23.36,v1_0,307508,EN121940618-N-6,7/09/2017 11:12,BSME,2587,,
10046,543,7/09/2017 0:00,1,B2B,ELE,NUOS,24/08/2017 0:00,PAID,3,7.98,v1_0,307508,EN122050030-N-4,7/09/2017 11:13,RESI,2587,,
10003,543,7/09/2017 0:00,1,B2B,ELE,NUOS,23/08/2017 0:00,PAID,3,4.78,v1_0,307508,EN121993436-N-23,7/09/2017 11:13,RESI,2587,,
10095,543,7/09/2017 0:00,1,B2B,ELE,NUOS,30/08/2017 0:00,PAID,9,2.77,v1_0,307508,EN122272111-N-5,7/09/2017 11:16,RESI,2587,,
10080,543,7/09/2017 0:00,1,B2B,ELE,NUOS,29/08/2017 0:00,PAID,1,7.1,v1_0,307508,EN122218804-N-4,7/09/2017 11:15,RESI,2587,,
10032,543,7/09/2017 0:00,1,B2B,ELE,NUOS,31/08/2017 0:00,PAID,5,0,v1_0,307508,EN122287768-N-7,7/09/2017 11:16,RESI,2587,,
10029,543,7/09/2017 0:00,1,B2B,ELE,NUOS,8/08/2017 0:00,PAID,1,28.47,v1_0,307508,EN121455330-N-7,7/09/2017 11:03,RESI,2587,,
10067,543,7/09/2017 0:00,1,B2B,ELE,NUOS,8/08/2017 0:00,PAID,8,0,v1_0,307508,EN121459126-N-9,7/09/2017 11:03,RESI,2587,,
10019,543,7/09/2017 0:00,1,B2B,ELE,NUOS,8/08/2017 0:00,PAID,9,15.02,v1_0,307508,EN121475422-N-9,7/09/2017 11:04,RESI,2587,,
10099,543,7/09/2017 0:00,1,B2B,ELE,NUOS,9/08/2017 0:00,PAID,6,4.65,v1_0,307508,EN121504069-N-3,7/09/2017 11:04,RESI,2587,,
10015,543,7/09/2017 0:00,1,B2B,ELE,NUOS,16/08/2017 0:00,PAID,6,4.02,v1_0,307509,EN121747000-N-5,7/09/2017 12:07,RESI,2587,,
10006,543,7/09/2017 0:00,1,B2B,ELE,NUOS,30/08/2017 0:00,PAID,1,2.95,v1_0,307508,EN122260582-N-10,7/09/2017 11:17,RESI,2587,,
10047,543,7/09/2017 0:00,1,B2B,ELE,NUOS,1/09/2017 0:00,PAID,7,0.7,v1_0,307508,EN122458280-N-8,7/09/2017 11:17,RESI,2587,,
10060,543,7/09/2017 0:00,1,B2B,ELE,NUOS,31/08/2017 0:00,PAID,2,2.68,v1_0,307508,EN122326543-N-5,7/09/2017 11:17,RESI,2587,,
10094,543,7/09/2017 0:00,1,B2B,ELE,NUOS,15/08/2017 0:00,PAID,9,0,v1_0,307509,EN121695314-N-3,7/09/2017 12:04,RESI,2587,,
10039,543,7/09/2017 0:00,1,B2B,ELE,NUOS,15/08/2017 0:00,PAID,4,4.04,v1_0,307509,EN121715534-N-10,7/09/2017 12:04,BSME,2587,,
10036,543,7/09/2017 0:00,1,B2B,ELE,NUOS,17/08/2017 0:00,PAID,5,2.99,v1_0,307509,EN121809632-N-8,7/09/2017 12:11,RESI,2587,,
10057,543,7/09/2017 0:00,1,B2B,ELE,NUOS,17/08/2017 0:00,PAID,0,8.66,v1_0,307509,EN121815594-N-12,7/09/2017 12:11,RESI,2587,,
10004,543,7/09/2017 0:00,1,B2B,ELE,NUOS,17/08/2017 0:00,PAID,5,5.84,v1_0,307509,EN121789748-N-15,7/09/2017 12:11,RESI,2587,,
10059,543,7/09/2017 0:00,1,B2B,ELE,NUOS,8/08/2017 0:00,PAID,3,1.03,v1_0,307509,EN121478598-N-15,7/09/2017 11:40,RESI,2587,,
10075,543,7/09/2017 0:00,1,B2B,ELE,NUOS,8/08/2017 0:00,PAID,2,2.85,v1_0,307509,EN121455838-N-5,7/09/2017 11:40,RESI,2587,,
10029,543,7/09/2017 0:00,1,B2B,ELE,NUOS,8/08/2017 0:00,PAID,3,1.95,v1_0,307509,EN121478598-N-12,7/09/2017 11:40,RESI,2587,,
10077,543,7/09/2017 0:00,1,B2B,ELE,NUOS,9/08/2017 0:00,PAID,7,1.97,v1_0,307509,EN121530579-N-5,7/09/2017 11:44,RESI,2587,,
10051,543,7/09/2017 0:00,1,B2B,ELE,NUOS,9/08/2017 0:00,PAID,7,2.47,v1_0,307509,EN121501663-N-11,7/09/2017 11:44,RESI,2587,,
10042,543,7/09/2017 0:00,1,B2B,ELE,NUOS,10/08/2017 0:00,PAID,3,1.08,v1_0,307509,EN121539929-N-16,7/09/2017 11:48,RESI,2587,,
10031,543,7/09/2017 0:00,1,B2B,ELE,NUOS,10/08/2017 0:00,PAID,3,2.79,v1_0,307509,EN121538798-N-3,7/09/2017 11:48,RESI,2587,,
10062,543,7/09/2017 0:00,1,B2B,ELE,NUOS,10/08/2017 0:00,PAID,8,4.65,v1_0,307509,EN121554365-N-3,7/09/2017 11:51,RESI,2587,,
10035,543,7/09/2017 0:00,1,B2B,ELE,NUOS,10/08/2017 0:00,PAID,6,1.68,v1_0,307509,EN121584912-N-15,7/09/2017 11:51,RESI,2587,,
10050,543,7/09/2017 0:00,1,B2B,ELE,NUOS,10/08/2017 0:00,PAID,3,3.58,v1_0,307509,EN121567014-N-13,7/09/2017 11:52,RESI,2587,,
10094,543,7/09/2017 0:00,1,B2B,ELE,NUOS,4/09/2017 0:00,PAID,6,45.88,v1_0,307508,EN122473716-N-20,7/09/2017 11:18,RESI,2587,,
10051,543,7/09/2017 0:00,1,B2B,ELE,NUOS,4/09/2017 0:00,PAID,3,25.17,v1_0,307508,EN122492619-N-9,7/09/2017 11:18,RESI,2587,,
10073,543,7/09/2017 0:00,1,B2B,ELE,NUOS,4/09/2017 0:00,PAID,8,4.03,v1_0,307508,EN122502544-N-11,7/09/2017 11:18,RESI,2587,,
10021,543,7/09/2017 0:00,1,B2B,ELE,NUOS,11/08/2017 0:00,PAID,3,9.55,v1_0,307509,EN121600766-N-19,7/09/2017 11:55,RESI,2587,,
10001,543,7/09/2017 0:00,1,B2B,ELE,NUOS,14/08/2017 0:00,PAID,9,1.23,v1_0,307509,EN121664673-N-8,7/09/2017 11:59,RESI,2587,,
10081,543,7/09/2017 0:00,1,B2B,ELE,NUOS,14/08/2017 0:00,PAID,0,2.67,v1_0,307509,EN121690059-N-21,7/09/2017 11:59,RESI,2587,,
10073,543,7/09/2017 0:00,1,B2B,ELE,NUOS,14/08/2017 0:00,PAID,2,1.13,v1_0,307509,EN121673750-N-21,7/09/2017 11:59,RESI,2587,,
10051,543,7/09/2017 0:00,1,B2B,ELE,NUOS,14/08/2017 0:00,PAID,0,5.37,v1_0,307509,EN121661902-N-2,7/09/2017 11:59,RESI,2587,,
10014,543,7/09/2017 0:00,1,B2B,ELE,NUOS,14/08/2017 0:00,PAID,4,2.58,v1_0,307509,EN121653594-N-4,7/09/2017 11:59,RESI,2587,,
10058,543,7/09/2017 0:00,1,B2B,ELE,NUOS,14/08/2017 0:00,PAID,1,0,v1_0,307509,EN121655992-N-9,7/09/2017 11:59,RESI,2587,,
10096,543,7/09/2017 0:00,1,B2B,ELE,NUOS,15/08/2017 0:00,PAID,5,4.2,v1_0,307509,EN121701508-N-5,7/09/2017 12:02,RESI,2587,,
10001,543,7/09/2017 0:00,1,B2B,ELE,EXCL,15/08/2017 0:00,PAID,0,7.96,v1_0,307509,EN121736365-N-1,7/09/2017 12:02,RESI,2586,,
10080,543,7/09/2017 0:00,1,B2B,ELE,NUOS,23/08/2017 0:00,PAID,2,13.79,v1_0,307508,EN122031678-N-7,7/09/2017 11:13,RESI,2587,,
10060,543,7/09/2017 0:00,1,B2B,ELE,NUOS,23/08/2017 0:00,PAID,6,2.32,v1_0,307508,EN122003449-N-5,7/09/2017 11:13,RESI,2587,,
10040,543,7/09/2017 0:00,1,B2B,ELE,NUOS,24/08/2017 0:00,PAID,4,3.49,v1_0,307508,EN122046912-N-5,7/09/2017 11:13,RESI,2587,,
10076,543,7/09/2017 0:00,1,B2B,ELE,NUOS,14/08/2017 0:00,PAID,6,4.47,v1_0,307508,EN121676563-N-5,7/09/2017 11:07,RESI,2587,,
10010,543,7/09/2017 0:00,1,B2B,ELE,NUOS,11/08/2017 0:00,PAID,8,16.24,v1_0,307508,EN121623778-N-9,7/09/2017 11:06,RESI,2587,,
10038,543,7/09/2017 0:00,1,B2B,ELE,NUOS,15/08/2017 0:00,PAID,6,2.86,v1_0,307508,EN121711202-N-24,7/09/2017 11:07,RESI,2587,,
10030,543,7/09/2017 0:00,1,B2B,ELE,NUOS,9/08/2017 0:00,PAID,6,9.12,v1_0,307508,EN121525883-N-12,7/09/2017 11:04,RESI,2587,,
10062,543,7/09/2017 0:00,1,B2B,ELE,NUOS,9/08/2017 0:00,PAID,6,63.88,v1_0,307508,EN121493152-N-20,7/09/2017 11:04,RESI,2587,,
10025,543,7/09/2017 0:00,1,B2B,ELE,NUOS,9/08/2017 0:00,PAID,8,1.05,v1_0,307508,EN121490687-N-16,7/09/2017 11:04,RESI,2587,,
10040,543,7/09/2017 0:00,1,B2B,ELE,NUOS,8/08/2017 0:00,PAID,2,7.98,v1_0,307508,EN121458724-N-7,7/09/2017 11:04,RESI,2587,,
10011,543,7/09/2017 0:00,1,B2B,ELE,NUOS,22/08/2017 0:00,PAID,8,1.18,v1_0,307508,EN121980190-N-8,7/09/2017 11:12,RESI,2587,,
10020,543,7/09/2017 0:00,1,B2B,ELE,NUOS,28/08/2017 0:00,PAID,4,20.14,v1_0,307508,EN122170612-N-6,7/09/2017 11:16,RESI,2587,,
10066,543,7/09/2017 0:00,1,B2B,ELE,NUOS,25/08/2017 0:00,PAID,9,4.96,v1_0,307508,EN122109107-N-13,7/09/2017 11:14,RESI,2587,,
10022,543,7/09/2017 0:00,1,B2B,ELE,NUOS,11/08/2017 0:00,PAID,1,0.15,v1_0,307509,EN121632326-N-25,7/09/2017 11:54,RESI,2587,,
10012,543,7/09/2017 0:00,1,B2B,ELE,NUOS,14/08/2017 0:00,PAID,8,3.07,v1_0,307509,EN121682070-N-15,7/09/2017 11:57,RESI,2587,,
10061,543,7/09/2017 0:00,1,B2B,ELE,NUOS,14/08/2017 0:00,PAID,9,0.25,v1_0,307509,EN121642032-N-8,7/09/2017 11:57,,2587,,
10055,543,7/09/2017 0:00,1,B2B,ELE,NUOS,15/08/2017 0:00,PAID,5,4.11,v1_0,307509,EN121718311-N-5,7/09/2017 12:03,RESI,2587,,
10049,543,7/09/2017 0:00,1,B2B,ELE,NUOS,15/08/2017 0:00,PAID,5,0,v1_0,307509,EN121697014-N-4,7/09/2017 12:03,RESI,2587,,
10057,543,7/09/2017 0:00,1,B2B,ELE,NUOS,15/08/2017 0:00,PAID,2,1.34,v1_0,307509,EN121731121-N-13,7/09/2017 12:03,RESI,2587,,
10021,543,7/09/2017 0:00,1,B2B,ELE,NUOS,15/08/2017 0:00,PAID,0,1.13,v1_0,307509,EN121703182-N-21,7/09/2017 12:03,RESI,2587,,
10005,543,7/09/2017 0:00,1,B2B,ELE,NUOS,15/08/2017 0:00,PAID,5,9.16,v1_0,307509,EN121724742-N-7,7/09/2017 12:05,RESI,2587,,
10003,543,7/09/2017 0:00,1,B2B,ELE,NUOS,15/08/2017 0:00,REVR,2,4.04,v1_0,307509,EN121712231-N-18,7/09/2017 12:06,RESI,2587,,
10083,543,7/09/2017 0:00,1,B2B,ELE,NUOS,15/08/2017 0:00,PAID,6,4.47,v1_0,307509,EN121696522-N-5,7/09/2017 12:06,RESI,2587,,
10007,543,7/09/2017 0:00,1,B2B,ELE,NUOS,16/08/2017 0:00,PAID,7,0.72,v1_0,307509,EN121753808-N-3,7/09/2017 12:06,RESI,2587,,
10039,543,7/09/2017 0:00,1,B2B,ELE,NUOS,14/08/2017 0:00,REVR,1,0,v1_0,307508,EN121685862-N-25,7/09/2017 11:06,RESI,2587,,
10002,543,7/09/2017 0:00,1,B2B,ELE,NUOS,11/08/2017 0:00,PAID,0,1.1,v1_0,307508,EN121627716-N-16,7/09/2017 11:06,RESI,2587,,
10011,543,7/09/2017 0:00,1,B2B,ELE,NUOS,14/08/2017 0:00,PAID,5,1.21,v1_0,307508,EN121688928-N-8,7/09/2017 11:07,RESI,2587,,
10015,543,7/09/2017 0:00,1,B2B,ELE,NUOS,8/08/2017 0:00,PAID,0,74.76,v1_0,307508,EN121455626-N-7,7/09/2017 11:03,RESI,2587,,
10040,543,7/09/2017 0:00,1,B2B,ELE,NUOS,9/08/2017 0:00,PAID,4,32.47,v1_0,307508,EN121515632-N-15,7/09/2017 11:04,RESI,2587,,
10087,543,7/09/2017 0:00,1,B2B,ELE,NUOS,8/08/2017 0:00,PAID,7,23.82,v1_0,307508,EN121459630-N-4,7/09/2017 11:03,BSME,2587,,
10023,543,7/09/2017 0:00,1,B2B,ELE,NUOS,8/08/2017 0:00,PAID,0,2.41,v1_0,307508,EN121455588-N-8,7/09/2017 11:03,RESI,2587,,
10050,543,7/09/2017 0:00,1,B2B,ELE,NUOS,22/08/2017 0:00,PAID,6,1.41,v1_0,307508,EN121947340-N-21,7/09/2017 11:11,RESI,2587,,
10080,543,7/09/2017 0:00,1,B2B,ELE,NUOS,21/08/2017 0:00,PAID,7,8.36,v1_0,307508,EN121894663-N-9,7/09/2017 11:11,RESI,2587,,
10038,543,7/09/2017 0:00,1,B2B,ELE,NUOS,22/08/2017 0:00,PAID,7,35.51,v1_0,307508,EN121955562-N-14,7/09/2017 11:11,RESI,2587,,
10061,543,7/09/2017 0:00,1,B2B,ELE,NUOS,11/08/2017 0:00,PAID,5,9.12,v1_0,307509,EN121615074-N-9,7/09/2017 11:53,RESI,2587,,
10099,543,7/09/2017 0:00,1,B2B,ELE,NUOS,11/08/2017 0:00,PAID,8,1.65,v1_0,307509,EN121603500-N-7,7/09/2017 11:53,RESI,2587,,
10029,543,7/09/2017 0:00,1,B2B,ELE,NUOS,11/08/2017 0:00,PAID,1,1.23,v1_0,307509,EN121622260-N-8,7/09/2017 11:53,RESI,2587,,
10086,543,7/09/2017 0:00,1,B2B,ELE,NUOS,11/08/2017 0:00,PAID,9,4.74,v1_0,307509,EN121626890-N-3,7/09/2017 11:56,RESI,2587,,
10056,543,7/09/2017 0:00,1,B2B,ELE,NUOS,14/08/2017 0:00,PAID,8,0,v1_0,307509,EN121674260-N-2,7/09/2017 11:57,RESI,2587,,
10003,543,7/09/2017 0:00,1,B2B,ELE,NUOS,1/09/2017 0:00,PAID,0,99.23,v1_0,307508,EN122431272-N-7,7/09/2017 11:18,RESI,2587,,
10013,543,7/09/2017 0:00,1,B2B,ELE,NUOS,31/08/2017 0:00,PAID,9,2.79,v1_0,307508,EN122328490-N-3,7/09/2017 11:18,RESI,2587,,
10045,543,7/09/2017 0:00,1,B2B,ELE,NUOS,1/09/2017 0:00,PAID,9,27.94,v1_0,307508,EN122396957-N-6,7/09/2017 11:17,BSME,2587,,
10020,543,7/09/2017 0:00,1,B2B,ELE,NUOS,1/09/2017 0:00,PAID,1,4.67,v1_0,307508,EN122423413-N-15,7/09/2017 11:18,RESI,2587,,
10090,543,7/09/2017 0:00,1,B2B,ELE,NUOS,15/08/2017 0:00,PAID,9,0,v1_0,307509,CEN106267189-C-2,7/09/2017 11:38,RESI,2582,,
10044,543,7/09/2017 0:00,1,B2B,ELE,NUOS,17/08/2017 0:00,PAID,6,-0.09,v1_0,307509,CEN121284025-C-5,7/09/2017 13:18,BSME,2582,,
10009,543,7/09/2017 0:00,1,B2B,ELE,EXCL,17/08/2017 0:00,PAID,6,9.98,v1_0,307509,EN121818657-N-1,7/09/2017 12:11,,2586,,
10014,543,7/09/2017 0:00,1,B2B,ELE,NUOS,17/08/2017 0:00,PAID,6,2.43,v1_0,307509,EN121796954-N-7,7/09/2017 12:11,RESI,2587,,
10079,543,7/09/2017 0:00,1,B2B,ELE,NUOS,17/08/2017 0:00,PAID,3,0.09,v1_0,307509,EN121786238-N-3,7/09/2017 12:11,RESI,2587,,
10011,543,7/09/2017 0:00,1,B2B,ELE,NUOS,17/08/2017 0:00,PAID,6,2.86,v1_0,307509,EN121786384-N-8,7/09/2017 12:12,RESI,2587,,
10050,543,7/09/2017 0:00,1,B2B,ELE,NUOS,17/08/2017 0:00,PAID,3,2.99,v1_0,307509,EN121816566-N-11,7/09/2017 12:12,RESI,2587,,
10086,543,7/09/2017 0:00,1,B2B,ELE,NUOS,17/08/2017 0:00,PAID,3,3.96,v1_0,307509,EN121800387-N-4,7/09/2017 12:11,RESI,2587,,
10072,543,7/09/2017 0:00,1,B2B,ELE,NUOS,17/08/2017 0:00,PAID,6,5.14,v1_0,307509,EN121814688-N-7,7/09/2017 12:12,RESI,2587,,
10043,543,7/09/2017 0:00,1,B2B,ELE,NUOS,8/08/2017 0:00,PAID,1,4.93,v1_0,307509,EN121469768-N-3,7/09/2017 11:40,RESI,2587,,
10078,543,7/09/2017 0:00,1,B2B,ELE,NUOS,10/08/2017 0:00,PAID,0,4.37,v1_0,307509,EN121561710-N-3,7/09/2017 11:47,RESI,2587,,
10063,543,7/09/2017 0:00,1,B2B,ELE,NUOS,9/08/2017 0:00,PAID,2,1.34,v1_0,307509,EN121497588-N-4,7/09/2017 11:48,BSME,2587,,
10016,543,7/09/2017 0:00,1,B2B,ELE,NUOS,16/08/2017 0:00,PAID,1,1.21,v1_0,307509,EN121740582-N-8,7/09/2017 12:06,RESI,2587,,
10004,543,7/09/2017 0:00,1,B2B,ELE,NUOS,16/08/2017 0:00,PAID,0,9.84,v1_0,307509,EN121778363-N-9,7/09/2017 12:09,RESI,2587,,
10009,543,7/09/2017 0:00,1,B2B,ELE,NUOS,16/08/2017 0:00,PAID,9,6.14,v1_0,307509,EN121768040-N-4,7/09/2017 12:07,RESI,2587,,
10096,543,7/09/2017 0:00,1,B2B,ELE,NUOS,16/08/2017 0:00,PAID,1,2.93,v1_0,307509,EN121750758-N-8,7/09/2017 12:07,RESI,2587,,
10068,543,7/09/2017 0:00,1,B2B,ELE,NUOS,23/08/2017 0:00,PAID,7,15.54,v1_0,307508,EN122021888-N-1,7/09/2017 11:13,RESI,2587,,
10054,543,7/09/2017 0:00,1,B2B,ELE,NUOS,24/08/2017 0:00,PAID,5,20.05,v1_0,307508,EN122085925-N-2,7/09/2017 11:13,RESI,2587,,
10018,543,7/09/2017 0:00,1,B2B,ELE,NUOS,24/08/2017 0:00,PAID,9,3.63,v1_0,307508,EN122060848-N-3,7/09/2017 11:13,RESI,2587,,
10023,543,7/09/2017 0:00,1,B2B,ELE,NUOS,30/08/2017 0:00,PAID,5,9.68,v1_0,307508,EN122252196-N-6,7/09/2017 11:16,RESI,2587,,
10003,543,7/09/2017 0:00,1,B2B,ELE,NUOS,25/08/2017 0:00,PAID,9,33.41,v1_0,307508,EN122119141-N-15,7/09/2017 11:16,RESI,2587,,
10097,543,7/09/2017 0:00,1,B2B,ELE,NUOS,31/08/2017 0:00,PAID,0,1.65,v1_0,307508,EN122293120-N-16,7/09/2017 11:17,RESI,2587,,
10094,543,7/09/2017 0:00,1,B2B,ELE,NUOS,8/08/2017 0:00,PAID,3,5.79,v1_0,307508,EN121449022-N-3,7/09/2017 11:03,BSME,2587,,
10043,543,7/09/2017 0:00,1,B2B,ELE,NUOS,8/08/2017 0:00,PAID,8,1.02,v1_0,307508,EN121474856-N-16,7/09/2017 11:04,RESI,2587,,
10042,543,7/09/2017 0:00,1,B2B,ELE,NUOS,8/08/2017 0:00,PAID,7,2.41,v1_0,307508,EN121459368-N-8,7/09/2017 11:04,RESI,2587,,
10060,543,7/09/2017 0:00,1,B2B,ELE,NUOS,17/08/2017 0:00,PAID,0,1.11,v1_0,307509,EN121796458-N-3,7/09/2017 12:13,RESI,2587,,
10066,543,7/09/2017 0:00,1,B2B,ELE,NUOS,17/08/2017 0:00,PAID,5,7.6,v1_0,307509,EN121812150-N-2,7/09/2017 12:12,RESI,2587,,
10094,543,7/09/2017 0:00,1,B2B,ELE,NUOS,17/08/2017 0:00,PAID,7,3.48,v1_0,307509,EN121789940-N-15,7/09/2017 12:13,RESI,2587,,
10083,543,7/09/2017 0:00,1,B2B,ELE,NUOS,31/08/2017 0:00,PAID,3,41.16,v1_0,307508,EN122293002-N-7,7/09/2017 11:17,RESI,2587,,
10020,543,7/09/2017 0:00,1,B2B,ELE,NUOS,31/08/2017 0:00,PAID,2,47.76,v1_0,307508,EN122304920-N-2,7/09/2017 11:18,RESI,2587,,
10023,543,7/09/2017 0:00,1,B2B,ELE,NUOS,1/09/2017 0:00,PAID,4,51.36,v1_0,307508,EN122452723-N-2,7/09/2017 11:18,RESI,2587,,
10099,543,7/09/2017 0:00,1,B2B,ELE,NUOS,16/08/2017 0:00,PAID,0,2.99,v1_0,307509,EN121744512-N-13,7/09/2017 12:08,RESI,2587,,
10016,543,7/09/2017 0:00,1,B2B,ELE,NUOS,16/08/2017 0:00,PAID,7,5.3,v1_0,307509,EN121737042-N-15,7/09/2017 12:09,RESI,2587,,
10089,543,7/09/2017 0:00,1,B2B,ELE,NUOS,17/08/2017 0:00,PAID,2,1.6,v1_0,307509,EN121809868-N-9,7/09/2017 12:10,RESI,2587,,
10080,543,7/09/2017 0:00,1,B2B,ELE,NUOS,16/08/2017 0:00,PAID,7,1.18,v1_0,307509,EN121751325-N-8,7/09/2017 12:06,RESI,2587,,
10055,543,7/09/2017 0:00,1,B2B,ELE,NUOS,8/08/2017 0:00,PAID,9,0.2,v1_0,307509,EN121448688-N-3,7/09/2017 11:40,RESI,2587,,
10008,543,7/09/2017 0:00,1,B2B,ELE,NUOS,8/08/2017 0:00,PAID,9,0,v1_0,307509,EN121480789-N-2,7/09/2017 11:40,RESI,2587,,
10007,543,7/09/2017 0:00,1,B2B,ELE,NUOS,9/08/2017 0:00,PAID,3,7.23,v1_0,307509,EN121485659-N-2,7/09/2017 11:43,RESI,2587,,
10015,543,7/09/2017 0:00,1,B2B,ELE,NUOS,9/08/2017 0:00,PAID,0,0.41,v1_0,307509,EN121525495-N-1,7/09/2017 11:44,RESI,2587,,
10066,543,7/09/2017 0:00,1,B2B,ELE,NUOS,9/08/2017 0:00,PAID,9,4.34,v1_0,307509,EN121505762-N-7,7/09/2017 11:47,RESI,2587,,
10096,543,7/09/2017 0:00,1,B2B,ELE,NUOS,9/08/2017 0:00,PAID,5,4.96,v1_0,307509,EN121497915-N-15,7/09/2017 11:47,RESI,2587,,
10092,543,7/09/2017 0:00,1,B2B,ELE,NUOS,10/08/2017 0:00,REVR,1,3.58,v1_0,307509,EN121566546-N-13,7/09/2017 11:48,RESI,2587,,
10096,543,7/09/2017 0:00,1,B2B,ELE,NUOS,10/08/2017 0:00,PAID,1,5.54,v1_0,307509,EN121580742-N-4,7/09/2017 11:51,RESI,2587,,
10074,543,7/09/2017 0:00,1,B2B,ELE,NUOS,10/08/2017 0:00,REVR,8,2.94,v1_0,307509,EN121545440-N-5,7/09/2017 11:51,RESI,2587,,
10035,543,7/09/2017 0:00,1,B2B,ELE,NUOS,11/08/2017 0:00,PAID,1,1.26,v1_0,307509,EN121623858-N-8,7/09/2017 11:54,RESI,2587,,
10082,543,7/09/2017 0:00,1,B2B,ELE,NUOS,11/08/2017 0:00,PAID,4,4.74,v1_0,307509,EN121625008-N-3,7/09/2017 11:55,RESI,2587,,
10094,543,7/09/2017 0:00,1,B2B,ELE,NUOS,14/08/2017 0:00,PAID,8,3.84,v1_0,307509,EN121686958-N-9,7/09/2017 11:58,RESI,2587,,
10089,543,7/09/2017 0:00,1,B2B,ELE,NUOS,14/08/2017 0:00,PAID,8,3.91,v1_0,307509,EN121649582-N-15,7/09/2017 11:59,RESI,2587,,
10083,543,7/09/2017 0:00,1,B2B,ELE,NUOS,14/08/2017 0:00,PAID,8,4.02,v1_0,307509,EN121642900-N-5,7/09/2017 11:59,RESI,2587,,
10001,543,7/09/2017 0:00,1,B2B,ELE,NUOS,15/08/2017 0:00,PAID,1,1.94,v1_0,307509,EN121727665-N-12,7/09/2017 12:02,RESI,2587,,
10069,543,7/09/2017 0:00,1,B2B,ELE,NUOS,15/08/2017 0:00,PAID,4,1.41,v1_0,307509,EN121711140-N-6,7/09/2017 12:02,RESI,2587,,
10036,543,7/09/2017 0:00,1,B2B,ELE,NUOS,15/08/2017 0:00,PAID,7,4.04,v1_0,307509,EN121718634-N-14,7/09/2017 12:02,BSME,2587,,
10091,543,7/09/2017 0:00,1,B2B,ELE,NUOS,15/08/2017 0:00,PAID,3,1.26,v1_0,307509,EN121710464-N-8,7/09/2017 12:03,RESI,2587,,
10036,543,7/09/2017 0:00,1,B2B,ELE,NUOS,23/08/2017 0:00,PAID,8,127.69,v1_0,307508,EN122017136-N-2,7/09/2017 11:13,BSME,2587,,
10046,543,7/09/2017 0:00,1,B2B,ELE,NUOS,23/08/2017 0:00,PAID,0,2.96,v1_0,307508,EN122010914-N-7,7/09/2017 11:12,RESI,2587,,
10002,543,7/09/2017 0:00,1,B2B,ELE,NUOS,23/08/2017 0:00,PAID,5,116.5,v1_0,307508,EN122027910-N-7,7/09/2017 11:13,RESI,2587,,
10025,543,7/09/2017 0:00,1,B2B,ELE,NUOS,31/08/2017 0:00,PAID,5,1.65,v1_0,307508,EN122301446-N-24,7/09/2017 11:17,RESI,2587,,
10045,543,7/09/2017 0:00,1,B2B,ELE,NUOS,31/08/2017 0:00,PAID,2,2.86,v1_0,307508,EN122304124-N-5,7/09/2017 11:17,RESI,2587,,
10021,543,7/09/2017 0:00,1,B2B,ELE,NUOS,30/08/2017 0:00,PAID,4,3.22,v1_0,307508,EN122243308-N-5,7/09/2017 11:16,RESI,2587,,
10017,543,7/09/2017 0:00,1,B2B,ELE,NUOS,9/08/2017 0:00,PAID,1,1.4,v1_0,307508,EN121524707-N-8,7/09/2017 11:04,RESI,2587,,
10073,543,7/09/2017 0:00,1,B2B,ELE,NUOS,8/08/2017 0:00,PAID,9,2.7,v1_0,307508,EN121462010-N-15,7/09/2017 11:04,RESI,2587,,
10070,543,7/09/2017 0:00,1,B2B,ELE,NUOS,9/08/2017 0:00,PAID,3,75.83,v1_0,307508,EN121510633-N-15,7/09/2017 11:04,RESI,2587,,
10011,543,7/09/2017 0:00,1,B2B,ELE,NUOS,16/08/2017 0:00,PAID,8,2.93,v1_0,307509,EN121775235-N-11,7/09/2017 12:07,RESI,2587,,
10009,543,7/09/2017 0:00,1,B2B,ELE,NUOS,16/08/2017 0:00,PAID,3,2.93,v1_0,307509,EN121774456-N-8,7/09/2017 12:07,RESI,2587,,
10077,543,7/09/2017 0:00,1,B2B,ELE,NUOS,1/09/2017 0:00,PAID,6,2.79,v1_0,307508,EN122412981-N-3,7/09/2017 11:18,RESI,2587,,
10071,543,7/09/2017 0:00,1,B2B,ELE,NUOS,31/08/2017 0:00,PAID,9,0,v1_0,307508,EN122324921-N-11,7/09/2017 11:17,RESI,2587,,
